filepath,filename,stem,label,primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,class_name,inat_taxon_id,author,license,rating,url,collection,duration_sec,duration,rms_mean,rms_std,zcr_mean,centroid_mean,bandwidth_mean,flatness_mean,silence_ratio
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\bkhpar\XC1016212.ogg,XC1016212.ogg,XC1016212,bkhpar,,,,,,,,,,,,,,,33.1755,30.0,0.017335711047053337,0.019363904371857643,0.4253497093216951,7129.085368843286,2984.7597482667675,0.03193197771906853,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\astcra1\XC349235.ogg,XC349235.ogg,XC349235,astcra1,,,,,,,,,,,,,,,50.568,30.0,0.18938495218753815,0.01830182410776615,0.3103074193763326,5517.07463314796,2494.7520883677366,0.0008815393084660172,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\sabspa1\XC194657.ogg,XC194657.ogg,XC194657,sabspa1,,,,,,,,,,,,,,,13.06121875,13.06121875,0.06953314691781998,0.05635175481438637,0.40247822158047736,6221.884005979153,2063.817909469677,0.0008269182872027159,0.200734394124847
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\oliwoo1\XC254529.ogg,XC254529.ogg,XC254529,oliwoo1,,,,,,,,,,,,,,,39.52325,30.0,0.03516272455453873,0.04113467037677765,0.3112610774253731,5874.8481174200915,3212.604476208313,0.029869765043258667,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\bunibi1\XC9035.ogg,XC9035.ogg,XC9035,bunibi1,,,,,,,,,,,,,,,31.843,30.0,0.09721522778272629,0.06785896420478821,0.3127402364572228,5553.021340781171,2465.629913799187,0.006463900674134493,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\rufcas2\iNat1191045.ogg,iNat1191045.ogg,iNat1191045,rufcas2,,,,,,,,,,,,,,,3.866125,3.866125,0.050296664237976074,0.0828457772731781,0.351467668517562,6302.865609804836,3320.7360916978687,0.01907174475491047,0.2024793388429752
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\ficman1\XC763333.ogg,XC763333.ogg,XC763333,ficman1,,,,,,,,,,,,,,,26.65571875,26.65571875,0.036956220865249634,0.013417648151516914,0.39019943915066024,6817.14822972402,3423.955628193863,0.043489087373018265,0.1998799519807923
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\greyel\XC298166.ogg,XC298166.ogg,XC298166,greyel,,,,,,,,,,,,,,,28.968,28.968,0.04884760081768036,0.02859470434486866,0.5351710790826891,8097.706410761429,3704.132606852289,0.06164141371846199,0.19988956377691883
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\67252\iNat1257838.ogg,iNat1257838.ogg,iNat1257838,67252,,,,,,,,,,,,,,,11.389375,11.389375,0.0910244956612587,0.08855865150690079,0.2769843969452247,4893.182202583392,2525.669420563161,0.004089455120265484,0.20084269662921347
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\326272\iNat1693789.ogg,iNat1693789.ogg,iNat1693789,326272,,,,,,,,,,,,,,,49.162,30.0,0.12492180615663528,0.06559634208679199,0.18695185484408317,4144.145567318567,2786.5623947010713,0.003477381309494376,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\rivwar1\XC725252.ogg,XC725252.ogg,XC725252,rivwar1,,,,,,,,,,,,,,,9.717,9.717,0.05292196571826935,0.06836765259504318,0.2611846923828125,4732.734232744146,2701.980699089957,0.008953729644417763,0.20065789473684212
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\magtan2\iNat561404.ogg,iNat561404.ogg,iNat561404,magtan2,,,,,,,,,,,,,,,27.392,27.392,0.013330779038369656,0.018584927543997765,0.4457908046920607,7282.915075367888,3403.014423698289,0.044676732271909714,0.20023350846468185
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\516975\iNat22239.ogg,iNat22239.ogg,iNat22239,516975,,,,,,,,,,,,,,,41.9816875,30.0,0.006471610628068447,0.005104908719658852,0.3116202608608742,5753.308872081747,3706.419352086849,0.0639016330242157,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\24287\iNat574406.ogg,iNat574406.ogg,iNat574406,24287,,,,,,,,,,,,,,,11.472,11.472,0.03943880647420883,0.039347581565380096,0.28220956106371864,4514.944315277118,1326.5408702132472,0.003928678575903177,0.20055710306406685
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\yehcar1\iNat1628411.ogg,iNat1628411.ogg,iNat1628411,yehcar1,,,,,,,,,,,,,,,6.86109375,6.86109375,0.029002856463193893,0.05163418874144554,0.5423871376019813,8552.598557263953,2911.342825871166,0.0424688346683979,0.20046620046620048
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\yecpar\iNat1315144.ogg,iNat1315144.ogg,iNat1315144,yecpar,,,,,,,,,,,,,,,29.9764375,29.9764375,0.03756451606750488,0.04078274965286255,0.40681306071571505,6666.547212382233,2696.8758921267736,0.027663717046380043,0.2001067235859125
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\soulap1\XC959661.ogg,XC959661.ogg,XC959661,soulap1,,,,,,,,,,,,,,,53.128,30.0,0.03107093647122383,0.0460616797208786,0.3800785414445629,6730.183759238596,3393.354051024671,0.03757345676422119,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\grekis\XC575562.ogg,XC575562.ogg,XC575562,grekis,,,,,,,,,,,,,,,31.085,30.0,0.05531976744532585,0.03766787797212601,0.46022095507396055,7428.256574256588,2622.323004168627,0.00916568748652935,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\22930\iNat1248662.ogg,iNat1248662.ogg,iNat1248662,22930,,,,,,,,,,,,,,,30.95221875,30.0,0.019151346758008003,0.05281965807080269,0.335819594133129,6014.15486332871,3473.433732409043,0.04833632707595825,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\rufhor2\XC418809.ogg,XC418809.ogg,XC418809,rufhor2,,,,,,,,,,,,,,,8.986125,8.986125,0.07146129757165909,0.039223525673151016,0.2744349143683274,5409.866255470644,3122.0219293683426,0.0169021375477314,0.20106761565836298
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\blchaw1\iNat1638911.ogg,iNat1638911.ogg,iNat1638911,blchaw1,,,,,,,,,,,,,,,20.48,20.48,0.05979166552424431,0.03711164370179176,0.5210971043130367,8168.119468728134,2311.6460081216096,0.00473990011960268,0.19984387197501952
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\phecuc1\XC257734.ogg,XC257734.ogg,XC257734,phecuc1,,,,,,,,,,,,,,,21.91675,21.91675,0.07260575145483017,0.08158229291439056,0.4614182966468978,7651.023938285804,2568.7078306012736,0.0048845079727470875,0.2
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\fotfly\XC212466.ogg,XC212466.ogg,XC212466,fotfly,,,,,,,,,,,,,,,7.848,7.848,0.014489647932350636,0.01498331781476736,0.5088487302698574,8178.362130337634,3485.7416640889373,0.041780710220336914,0.19959266802443992
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\rufgna3\XC414067.ogg,XC414067.ogg,XC414067,rufgna3,,,,,,,,,,,,,,,19.8530625,19.8530625,0.007806672714650631,0.021710360422730446,0.43527224138799353,6543.21902469693,2321.0375952999193,0.0032546098809689283,0.1998388396454472
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\hyamac1\XC795070.ogg,XC795070.ogg,XC795070,hyamac1,,,,,,,,,,,,,,,40.08,30.0,0.027229730039834976,0.04020807892084122,0.409579214002532,6763.8813141469245,3697.612222965932,0.03773792088031769,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\strher2\XC934679.ogg,XC934679.ogg,XC934679,strher2,,,,,,,,,,,,,,,5.6685625,5.6685625,0.09649062901735306,0.04744008183479309,0.33331040933098594,5138.585888194242,1826.7768612871835,0.002012590877711773,0.2
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\compau\XC796934.ogg,XC796934.ogg,XC796934,compau,,,,,,,,,,,,,,,78.87334375,30.0,0.024869028478860855,0.031854528933763504,0.3047994194762793,6083.653165154896,3435.7299011319506,0.030063627287745476,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\squcuc1\XC961358.ogg,XC961358.ogg,XC961358,squcuc1,,,,,,,,,,,,,,,12.355,12.355,0.10626856237649918,0.035854771733284,0.41245995209411385,6722.842844100175,2709.8266375135927,0.004533869214355946,0.20051746442432083
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\555145\XC903862.ogg,XC903862.ogg,XC903862,555145,,,,,,,,,,,,,,,43.71353125,30.0,0.15325121581554413,0.03758428990840912,0.4149719108142324,6553.648213736515,1828.4373150916006,0.0010237571550533175,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\23150\iNat1243039.ogg,iNat1243039.ogg,iNat1243039,23150,,,,,,,,,,,,,,,19.94840625,19.94840625,0.061725955456495285,0.07100678980350494,0.19333392329089816,3212.491204482335,2522.4979486687416,0.003464393550530076,0.20048115477145148
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\65380\iNat578404.ogg,iNat578404.ogg,iNat578404,65380,,,,,,,,,,,,,,,7.9876875,7.9876875,0.10788924992084503,0.033258214592933655,0.3043193359375,4889.412479702947,1607.5065653914044,0.0032900727819651365,0.2
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\pirfly1\XC407701.ogg,XC407701.ogg,XC407701,pirfly1,,,,,,,,,,,,,,,14.001625,14.001625,0.018681678920984268,0.05828455090522766,0.3361844276184361,5760.458632705812,2729.9842629439736,0.007138803135603666,0.1997716894977169
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\74580\iNat1152501.ogg,iNat1152501.ogg,iNat1152501,74580,,,,,,,,,,,,,,,4.6904375,4.6904375,0.13050206005573273,0.14562219381332397,0.4629487537202381,7206.793242085168,2708.8070790645797,0.028990084305405617,0.20068027210884354
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\dwatin1\XC304650.ogg,XC304650.ogg,XC304650,dwatin1,,,,,,,,,,,,,,,19.2,19.2,0.012851807288825512,0.012181642465293407,0.49379626678288924,8047.474485226552,3547.408132462095,0.05822182074189186,0.19983347210657784
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\grepot1\iNat1214104.ogg,iNat1214104.ogg,iNat1214104,grepot1,,,,,,,,,,,,,,,3.0,3.0,0.18322047591209412,0.03421900421380997,0.36928087599734044,6340.740746655608,2224.60528977404,0.0036214308347553015,0.20212765957446807
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\roahaw\XC808640.ogg,XC808640.ogg,XC808640,roahaw,,,,,,,,,,,,,,,46.76759375,30.0,0.023661989718675613,0.03709554672241211,0.3490789287380064,5968.574581952406,2801.6377254437916,0.025709785521030426,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\baymac\XC526121.ogg,XC526121.ogg,XC526121,baymac,,,,,,,,,,,,,,,48.84896875,30.0,0.024510104209184647,0.028400661423802376,0.4299295584021855,7083.685618257084,3991.0836038642833,0.04946255311369896,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\masgna1\XC346507.ogg,XC346507.ogg,XC346507,masgna1,,,,,,,,,,,,,,,34.821,30.0,0.05046413466334343,0.07119017094373703,0.34476898778984544,6369.497873604063,2834.528703523669,0.011884997598826885,0.19989339019189764
C:\Users\yeyuy\Downloads\projet_ml_audio_classique_v7_structured\projet_ml_audio_classique_v7_structured\data\train_audio\socfly1\XC803524.ogg,XC803524.ogg,XC803524,socfly1,,,,,,,,,,,,,,,23.7928125,23.7928125,0.03833627328276634,0.011390658095479012,0.41554014144405244,6821.174162792684,2903.197359000352,0.011329143308103085,0.20026881720430106
